iter	Logloss
144	0.1766294992
145	0.1765102539
146	0.1764200439
147	0.1762915737
148	0.1761249651
149	0.1759897287
150	0.1758860561
151	0.1756882324
152	0.1755514265
153	0.1755035575
154	0.1753953857
155	0.1752887137
156	0.1752342181
157	0.1750318429
158	0.1749227121
159	0.1747979562
160	0.1746629116
161	0.1745802874
162	0.1744391392
163	0.1743086809
164	0.1742568185
165	0.1741525356
166	0.1740050746
167	0.1739545027
168	0.1738733608
169	0.1738168945
170	0.1737588588
171	0.173628976
172	0.1735609131
173	0.1734286935
174	0.1733829346
175	0.1733208008
176	0.1732900739
177	0.1731417236
178	0.1730886405
179	0.1730547921
180	0.1729750453
181	0.1728803711
182	0.1727916434
183	0.1726975795
184	0.1726102818
185	0.1725142997
186	0.172415353
187	0.1723489293
188	0.1722734375
189	0.1721887556
190	0.1721213379
191	0.1720702951
192	0.1720360456
193	0.1720073068
194	0.171909947
195	0.1718796561
196	0.1718486328
197	0.171815203
198	0.1717627651
199	0.171623291
200	0.1715674177
201	0.1715008719
202	0.1714469169
203	0.1713487549
204	0.1712572545
205	0.1711894531
206	0.1711570696
207	0.1711102818
208	0.1710466832
209	0.1709832415
210	0.1708642927
211	0.1708189174
212	0.1707560512
213	0.1707108677
214	0.1706565639
215	0.1705666678
216	0.1705129395
217	0.1704697614
218	0.170402832
219	0.1703458426
220	0.1702818429
221	0.1702258475
222	0.1701559361
223	0.1700743059
224	0.170015346
225	0.1699739118
226	0.1699234096
227	0.1698911307
228	0.1698579625
229	0.1698186558
230	0.1697469482
231	0.1696923654
232	0.1696632603
233	0.16958238
234	0.1695264544
235	0.1694850725
236	0.1694366804
237	0.1693982457
238	0.1693702916
239	0.1692955148
240	0.1692257429
241	0.1691472691
242	0.1691025042
243	0.1690328369
244	0.1689641811
245	0.1689333147
246	0.1688844169
247	0.1688444127
248	0.1687705078
249	0.1687299456
250	0.1686683175
251	0.1686078055
252	0.1685881696
253	0.1685044643
254	0.1684595075
255	0.1684308384
256	0.1683305664
257	0.1683190046
258	0.1682972412
259	0.168244472
260	0.1681998814
261	0.1681693464
262	0.1681386021
263	0.168102138
264	0.1680837751
265	0.1680298549
266	0.1679943499
267	0.167946882
268	0.1679074533
269	0.1678745117
270	0.167849993
271	0.1678166504
272	0.1677226039
273	0.1676708984
274	0.1676351493
275	0.167618321
276	0.1675783866
277	0.1675553502
278	0.1675065569
279	0.1674912633
280	0.1674451904
281	0.1673583287
282	0.1673326765
283	0.1672999442
284	0.1672716936
285	0.1672510986
286	0.1672132394
287	0.1671674107
288	0.1671052944
289	0.167073713
290	0.1670558908
291	0.1669886998
292	0.1669554967
293	0.166918457
294	0.166890904
295	0.1668400879
296	0.1668141392
297	0.1667308175
298	0.1666781529
299	0.1666282436
300	0.1665533796
301	0.1665347726
302	0.1665096261
303	0.1664812012
304	0.166450579
305	0.1664160505
306	0.1664085519
307	0.1663812081
308	0.1663450579
309	0.1663132673
310	0.1662964739
311	0.1662353516
312	0.1662088449
313	0.1661469901
314	0.1660817522
315	0.1660517927
316	0.1660153809
317	0.1659892055
318	0.1659564035
319	0.1659010184
320	0.165864781
321	0.1658108085
322	0.1657521973
323	0.165679984
324	0.1656567906
325	0.1655998884
326	0.165555385
327	0.1655201416
328	0.1654689244
329	0.1654424526
330	0.1654072963
331	0.1653800572
332	0.1653131975
333	0.1652780762
334	0.1652339565
335	0.1651920689
336	0.1651783447
337	0.1651662772
338	0.165121582
339	0.1650840018
340	0.165038766
341	0.1649494803
342	0.1649368199
343	0.1649239153
344	0.1649105399
345	0.1648524867
346	0.1648303571
347	0.1648051583
348	0.1647923933
349	0.1647608643
350	0.1647295271
351	0.1646903948
352	0.1646550293
353	0.1646422294
354	0.1646098633
355	0.1645466657
356	0.1645176479
357	0.1644816895
358	0.1644411795
359	0.1644291643
360	0.1643930315
361	0.1643637172
362	0.1643217599
363	0.1642933698
364	0.1642791051
365	0.164260097
366	0.1642368862
367	0.1642011544
368	0.1641790597
369	0.164165475
370	0.1641171003
371	0.1640922677
372	0.1640144217
373	0.1639856655
374	0.1639505441
375	0.1639177769
376	0.1639026228
377	0.1638632812
378	0.1638352748
379	0.1638128139
380	0.1637442278
381	0.163679827
382	0.1636559361
383	0.1636377302
384	0.1636304408
385	0.1635693011
386	0.1634987967
387	0.1634785505
388	0.1634245257
389	0.1633591309
390	0.1633081403
391	0.1632356306
392	0.1632244176
393	0.1631845354
394	0.1631466936
395	0.1631119908
396	0.1630711496
397	0.163040632
398	0.1630133929
399	0.1630046212
400	0.162975865
401	0.1629472656
402	0.162939209
403	0.1628750174
404	0.1628271484
405	0.1628196498
406	0.1627750419
407	0.1627425886
408	0.1627091064
409	0.1626820417
410	0.162655535
411	0.1626157227
412	0.1625694406
413	0.1625475028
414	0.1625288435
415	0.1624993025
416	0.1624597168
417	0.1624332101
418	0.1623986119
419	0.162369472
420	0.1623205566
421	0.1622700893
422	0.1622326311
423	0.1622183664
424	0.1621613421
425	0.1621271449
426	0.162105678
427	0.1620467181
428	0.1619574323
429	0.1619366978
430	0.1619054827
431	0.1618771624
432	0.1618401576
433	0.1618050188
434	0.1617579346
435	0.1617203195
436	0.1616989223
437	0.1616358119
438	0.1616096017
439	0.161590489
440	0.1615610875
441	0.161527832
442	0.1615006801
443	0.1614049595
444	0.1613708147
445	0.161342756
446	0.1613187779
447	0.1612982701
448	0.1612629395
449	0.1612175642
450	0.1612050084
451	0.1611925746
452	0.1611619176
453	0.1611477748
454	0.1611177107
455	0.1610975167
456	0.1610800432
457	0.1610505022
458	0.1610100098
459	0.1609888393
460	0.1609316929
461	0.1609012974
462	0.1608886719
463	0.1608499233
464	0.1608312291
465	0.1608145229
466	0.160778111
467	0.160730399
468	0.1607047642
469	0.1606748919
470	0.1606142229
471	0.1605121024
472	0.1604804862
473	0.1604550607
474	0.1604329311
475	0.1603730469
476	0.1603199812
477	0.1602826451
478	0.1602427455
479	0.1601499023
480	0.1601296735
481	0.1600810547
482	0.1600570766
483	0.1600071498
484	0.1599861537
485	0.1599606934
486	0.159880964
487	0.1598360421
488	0.1598113491
489	0.1597749198
490	0.1597051479
491	0.1596117467
492	0.1595639125
493	0.1595033482
494	0.159487636
495	0.1594041051
496	0.1593787842
497	0.1593240095
498	0.1592910505
499	0.1591989049
500	0.1591633998
501	0.1590899135
502	0.1590346331
503	0.1589681571
504	0.1589087612
505	0.1588614676
506	0.1588405762
507	0.1588057513
508	0.1587243652
509	0.1587010672
510	0.1586246164
511	0.1585886405
512	0.1584881941
513	0.1584680001
514	0.1584431152
515	0.1583909912
516	0.1583124651
517	0.1582666713
518	0.1582236677
519	0.1581746652
520	0.1581165597
521	0.1580750558
522	0.1580209263
523	0.1579779576
524	0.1579194859
525	0.1578714425
526	0.1577885917
527	0.1577066825
528	0.157677002
529	0.1575839495
530	0.1575574079
531	0.1574688895
532	0.1574431501
533	0.157375279
534	0.1573107736
535	0.1572946952
536	0.1572098563
537	0.1571531285
538	0.1571364049
539	0.1571179548
540	0.1570996094
541	0.1570460728
542	0.156992885
543	0.1569775739
544	0.1569476842
545	0.1568782087
546	0.1568575963
547	0.156747297
548	0.1567075195
549	0.1566311035
550	0.156588222
551	0.156525007
552	0.1564837298
553	0.1564498465
554	0.1564132603
555	0.1563686523
556	0.156299142
557	0.1562330148
558	0.1562159424
559	0.1561917899
560	0.1561625977
561	0.1561100377
562	0.1560954241
563	0.1560273612
564	0.1559396624
565	0.155925572
566	0.1558313686
567	0.1558131975
568	0.1557746931
569	0.155732666
570	0.1556954869
571	0.1556552211
572	0.1556338239
573	0.1556111537
574	0.1555453404
575	0.1554716274
576	0.1554184919
577	0.1553646066
578	0.1553125349
579	0.1552954799
580	0.1552501046
581	0.155232666
582	0.1552151228
583	0.155202689
584	0.1551247907
585	0.1550415737
586	0.1550181362
587	0.154942906
588	0.1548946708
589	0.1548388672
590	0.1547897252
591	0.1547738037
592	0.1547376186
593	0.1547096994
594	0.1546575928
595	0.1546422991
596	0.1546226632
597	0.1546087995
598	0.1545597447
599	0.1545232806
600	0.1544721331
601	0.1544229213
602	0.1543729422
603	0.1543576311
604	0.1542947824
605	0.1542234061
606	0.1542106759
607	0.1541722063
608	0.154101702
609	0.1540565709
610	0.153976144
611	0.1539092843
612	0.1538951242
613	0.1538322056
614	0.1538115583
615	0.1537458845
616	0.1536598424
617	0.1536146066
618	0.1535381557
619	0.1535206473
620	0.1534696917
621	0.1534156494
622	0.1533814523
623	0.1533672921
624	0.153285941
625	0.1532361886
626	0.1531705148
627	0.1531084333
628	0.1530951451
629	0.1530721436
630	0.1530495954
631	0.1529869908
632	0.1529742606
633	0.152929548
634	0.1528869978
635	0.1528203997
636	0.1528087681
637	0.1527964565
638	0.1527754953
639	0.1527126465
640	0.15269887
641	0.1526429967
642	0.1525823626
643	0.1525612619
644	0.1525497872
645	0.1524913504
646	0.1524373605
647	0.1524275077
648	0.1523806501
649	0.1523695068
650	0.1523584682
651	0.1523164586
652	0.1522537667
653	0.152199428
654	0.1521886509
655	0.1521781529
656	0.1521052072
657	0.1520602679
658	0.1520457241
659	0.1519906529
660	0.1519497768
661	0.1519396275
662	0.1519236537
663	0.1518680246
664	0.1518485282
665	0.1518033273
666	0.1517924107
667	0.1517158726
668	0.1516760603
669	0.1516664342
670	0.1516169957
671	0.1516041085
672	0.1515677316
673	0.1515295759
674	0.1514936
675	0.1514750105
676	0.1514611642
677	0.1514463763
678	0.151383231
679	0.1513146624
680	0.151268171
681	0.1512004395
682	0.1511651263
683	0.1511151297
684	0.1510780204
685	0.1510256522
686	0.1509885603
687	0.1509540667
688	0.150945173
689	0.1508238351
690	0.1507877895
691	0.15075354
692	0.1507311663
693	0.1506959229
694	0.1506612723
695	0.1506274763
696	0.1505844552
697	0.1505187814
698	0.1505103411
699	0.150476702
700	0.1504120396
701	0.1504037214
702	0.1503703788
703	0.1503622524
704	0.1503545968
705	0.1503407157
706	0.1503313686
707	0.150287371
708	0.1502544294
709	0.1502042062
710	0.1501718576
711	0.1501292725
712	0.150081264
713	0.150072597
714	0.1500400216
715	0.1500302909
716	0.1500212926
717	0.1499896763
718	0.1499578683
719	0.1498928571
720	0.1498197196
721	0.1497617885
722	0.149730678
723	0.1496691546
724	0.1496378697
725	0.1496077009
726	0.1495785958
727	0.1495705915
728	0.1495294364
729	0.1494955706
730	0.1494647042
731	0.1494533168
732	0.1493945661
733	0.1493662284
734	0.1493010254
735	0.1492920619
736	0.1492638986
737	0.1492365025
738	0.1492170061
739	0.1491575405
740	0.1491270578
741	0.1490969587
742	0.1490474505
743	0.1489844099
744	0.1489294085
745	0.1489224156
746	0.1489117432
747	0.1488710066
748	0.1488623396
749	0.148835641
750	0.1488148891
751	0.1487891846
752	0.1487597133
753	0.1487342704
754	0.1487143555
755	0.1486900809
756	0.1486708984
757	0.1486076311
758	0.1485628488
759	0.1485442941
760	0.1485363246
761	0.1484756906
762	0.148446603
763	0.1484178816
764	0.1483896136
765	0.1483807547
766	0.1482985491
767	0.1482882778
768	0.148239781
769	0.1482211217
770	0.1482064035
771	0.1481838205
772	0.1481264648
773	0.1481199777
774	0.1480920061
775	0.1480822056
776	0.1480598145
777	0.1480415388
778	0.1479814104
779	0.1479226946
780	0.1479049595
781	0.1478976004
782	0.1478547189
783	0.1477979388
784	0.147743042
785	0.147725429
786	0.1477182966
787	0.1476065151
788	0.1475413644
789	0.1474824568
790	0.1474195208
791	0.1473672747
792	0.147350865
793	0.1473368094
794	0.1473195801
795	0.1472919224
796	0.1472647531
797	0.1472487793
798	0.1472404436
799	0.1471824777
800	0.1471612723
801	0.1471344517
802	0.1471274414
803	0.1470945173
804	0.1470867048
805	0.1470777239
806	0.1470326974
807	0.1469532645
808	0.1469407785
809	0.1468970947
810	0.1468565151
811	0.1468433664
812	0.1467357875
813	0.1466722586
814	0.1466301444
815	0.1465812291
816	0.1465305001
817	0.1465041155
818	0.1464423828
819	0.1464163121
820	0.1464093192
821	0.1464026053
822	0.1463820103
823	0.146325579
824	0.1463055071
825	0.1462483608
826	0.1462419782
827	0.1462351859
828	0.1462092634
829	0.1461701399
830	0.1461101074
831	0.146094186
832	0.146078683
833	0.1460664934
834	0.1460538243
835	0.1460155465
836	0.1459900949
837	0.1459755859
838	0.1458989519
839	0.1458865792
840	0.1458312029
841	0.1458190046
842	0.1457542986
843	0.1457476894
844	0.1457337995
845	0.1456855033
846	0.1456737584
847	0.1456077358
848	0.1455968715
849	0.145542681
850	0.1454901559
851	0.145439427
852	0.1454287109
853	0.1453703526
854	0.1453236694
855	0.1453132063
856	0.1452562256
857	0.1452074149
858	0.1451611241
859	0.1451058262
860	0.1450519235
861	0.1450085013
862	0.1449980992
863	0.1449789254
864	0.1449538661
865	0.1448842599
866	0.1448735003
867	0.1448261719
868	0.144801505
869	0.1447436523
870	0.144691258
871	0.1446667742
872	0.1446057216
873	0.1445992344
874	0.1445886405
875	0.1445343279
876	0.1444872872
877	0.1444416242
878	0.1443791242
879	0.1443206438
880	0.1443107125
881	0.1442707955
882	0.1442557373
883	0.1442453265
884	0.1441938651
885	0.1441483154
886	0.1441244507
887	0.144068621
888	0.1440147531
889	0.1439695522
890	0.1439206543
891	0.1438736834
892	0.143855181
893	0.1438408029
894	0.1437897252
895	0.1437721296
896	0.1437618757
897	0.1437556763
898	0.143704677
899	0.1436813267
900	0.1436712211
901	0.1436216605
902	0.1436135777
903	0.1435567104
904	0.1435503976
905	0.1435146833
906	0.1435047956
907	0.1434988491
908	0.1434554095
909	0.1433846261
910	0.1433500017
911	0.1433407506
912	0.1433147496
913	0.1432998221
914	0.1432567836
915	0.143250497
916	0.1431953299
917	0.1431513759
918	0.1431424125
919	0.1430558908
920	0.1430062605
921	0.1430011858
922	0.1429953177
923	0.1429859445
924	0.1429630476
925	0.1429148472
926	0.1428922642
927	0.1428508039
928	0.1428075126
929	0.1427691302
930	0.1427206682
931	0.1427114345
932	0.1426429356
933	0.1425746896
934	0.1425318604
935	0.1425096784
936	0.1424924055
937	0.1424433419
938	0.1423957694
939	0.1423867885
940	0.1423407942
941	0.1423359201
942	0.1423310983
943	0.1423222743
944	0.1423140172
945	0.1422800816
946	0.1422471575
947	0.1422255423
948	0.1422086879
949	0.1421616734
950	0.142119036
951	0.1421104039
952	0.142049299
953	0.1420089634
954	0.1419877407
955	0.1419558018
956	0.1419473441
957	0.1419415632
958	0.1419338728
959	0.141929269
960	0.1419082642
961	0.1419027274
962	0.1418569423
963	0.1418246634
964	0.1417790091
965	0.1417415248
966	0.1417085484
967	0.1416640799
968	0.1416560233
969	0.1415893991
970	0.141557966
971	0.1414933297
972	0.1414729353
973	0.1414368373
974	0.1414167568
975	0.1413772321
976	0.1413388149
977	0.1412930734
978	0.1412885568
979	0.1412720686
980	0.1412640991
981	0.1412208426
982	0.1411902553
983	0.1411256539
984	0.1411212158
985	0.1410801392
986	0.141027213
987	0.1410110386
988	0.1410032697
989	0.1409728917
990	0.1409269584
991	0.1408991961
992	0.1408167463
993	0.1407758092
994	0.1407489014
995	0.1407049473
996	0.1406617606
997	0.1406563285
998	0.1406488735
999	0.1405959996
